ID,Position,Nationality,Overall rating,Preferred foot,League,Height,Value,Name,Age,Attacking,Team,Defending,Goalkeeping,Wage,Movement
264382,LM,Guatemala,73,Right,Villegas-Haas (Austria),160cm,€937K,N. Middleton,24,54.0,Edwards Group,78.0,56.4,€64K,39.1
805174,RM,Saint Kitts and Nevis,73,Right,Dunlap-Jenkins (Greece),208cm,€950K,R. Herrera,38,48.4,Willis Inc,81.7,44.9,€63K,16.9
27058,LB,Vietnam,73,Right,Beltran-Keith (Cyprus),172cm,€932K,Hunt,33,69.5,Harrison Ltd,74.4,35.3,€64K,11.0
969195,RB,Greece,73,Right,Premier League (England),155cm,€931K,C. Castillo,31,39.4,"Solomon, Lopez and Roberts",22.6,81.2,€63K,49.5
412154,RM,Faroe Islands,73,Right,Premier League (England),157cm,€922K,D. Kramer,32,53.4,Orozco LLC,79.5,36.3,€65K,16.0
748147,CDM,Guatemala,73,Right,"Galloway, Mosley and Jones (Western Sahara)",167cm,€921K,M. Schroeder,27,83.5,FC Bayern München,24.5,25.6,€64K,41.6
404159,LWB,Turks and Caicos Islands,73,Right,"Coffey, Morris and Bell (Greece)",153cm,€919K,Jacob Dunn,35,74.2,Hicks-Henry,69.9,61.2,€63K,63.5
43739,RWB,Qatar,73,Right,Villegas-Haas (Austria),187cm,€922K,R. Mathews,23,75.4,Edwards Group,24.6,64.9,€62K,45.3
953133,LW,Cyprus,73,Right,Taylor-Cross (Vietnam),161cm,€918K,Mason Reed,32,60.3,"Orozco, Mercado and Bartlett",33.1,77.0,€63K,23.9
387904,ST,Botswana,73,Left,Premier League (England),168cm,€914K,E. Adams,32,51.4,Bell-Odom,64.7,32.5,€62K,75.7
84898,CDM,Greece,73,Right,Premier League (England),204cm,€912K,Morgan,34,76.0,Martinez-Townsend,40.7,31.8,€62K,65.5
52276,RM,Cyprus,73,Right,Premier League (England),157cm,€936K,Dominguez,33,45.3,Martinez-Townsend,82.1,37.1,€63K,33.4
756881,RW,Cyprus,73,Right,"Middleton, Mccarty and Sullivan (Botswana)",152cm,€912K,C. Hernandez,34,46.8,FC Barcelona,70.4,74.0,€62K,39.4
969914,RM,Botswana,73,Left,"Middleton, Mccarty and Sullivan (Botswana)",169cm,€916K,T. Frank,41,55.2,Brown-Watson,29.0,58.3,€61K,77.7
143247,ST,Greece,73,Left,Dunlap-Jenkins (Greece),197cm,€908K,T. Norman,30,67.1,"Mckinney, Williams and Wright",74.5,33.3,€61K,48.9
143302,CB,Western Sahara,73,Left,Premier League (England),161cm,€911K,S. Mahoney,35,74.8,Orozco LLC,48.3,36.1,€62K,66.9
958807,RW,Cyprus,72,Right,Beltran-Keith (Cyprus),179cm,€907K,Jeffrey Fisher,22,76.6,Perez-Lambert,56.9,55.5,€62K,30.2
557489,CDM,Vietnam,72,Right,Villegas-Haas (Austria),207cm,€901K,C. Jackson,28,80.6,Ross-Weber,16.5,20.4,€61K,45.6
754233,RB,Vietnam,72,Left,Villegas-Haas (Austria),166cm,€901K,R. Hood,27,61.2,Edwards Group,42.0,36.0,€61K,75.5
287499,GK,Vietnam,72,Right,Villegas-Haas (Austria),167cm,€898K,C. Montgomery,22,58.6,Edwards Group,69.9,55.7,€61K,72.3
770834,RWB,Saint Kitts and Nevis,72,Right,Taylor-Cross (Vietnam),190cm,€909K,J. Salas,25,58.2,Collins-Moore,23.6,40.6,€62K,76.9
140092,CDM,Greece,72,Left,Premier League (England),185cm,€889K,A. Murphy,20,61.1,Martinez-Townsend,19.7,45.0,€61K,76.2
9194,RM,Turks and Caicos Islands,72,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",202cm,€904K,J. Zuniga,29,50.8,"Wheeler, Moore and Allen",78.7,36.4,€61K,29.4
779388,LB,Botswana,72,Right,"Smith, Townsend and Moon (Vietnam)",202cm,€888K,Gary Dillon,54,78.5,Martinez Inc,51.7,27.0,€61K,27.5
877735,RB,Turks and Caicos Islands,72,Left,"Coffey, Morris and Bell (Greece)",172cm,€890K,Dalton,28,62.3,Gordon-Henderson,75.2,34.0,€61K,50.9
722096,CB,Vietnam,72,Right,"Smith, Townsend and Moon (Vietnam)",204cm,€884K,M. Escobar,53,43.1,"Vargas, Wise and Glover",36.2,24.3,€61K,81.3
328945,LB,Cyprus,72,Right,Beltran-Keith (Cyprus),159cm,€886K,J. Garrett,22,72.3,"Johnson, Burnett and Adams",69.3,36.8,€61K,49.5
386356,LB,Austria,72,Left,Villegas-Haas (Austria),172cm,€887K,G. Sutton,24,54.9,Huber-Rogers,30.4,33.7,€61K,77.8
673139,LW,Guatemala,72,Right,Premier League (England),167cm,€881K,Allen,23,66.6,Bell-Odom,59.4,74.3,€60K,45.6
444053,RWB,Austria,72,Right,Premier League (England),192cm,€877K,Thomas Jr.,48,43.1,"Miranda, Martin and Anderson",35.6,50.2,€60K,79.1
730825,CAM,Greece,72,Left,Premier League (England),158cm,€879K,K. Potter,48,43.0,"Miranda, Martin and Anderson",72.9,57.1,€60K,70.8
616210,CM,Qatar,72,Right,Premier League (England),162cm,€876K,D. Chase,27,59.1,Campbell and Sons,34.4,76.6,€60K,34.9
575420,LW,Austria,72,Right,Taylor-Cross (Vietnam),203cm,€880K,S. Ward,34,41.9,Liverpool,39.1,77.1,€60K,55.4
141266,RM,Turks and Caicos Islands,72,Right,Premier League (England),177cm,€875K,M. White,35,49.7,Martinez-Townsend,79.4,21.3,€59K,41.8
248001,LW,Botswana,72,Left,Taylor-Cross (Vietnam),178cm,€871K,T. Parker,33,76.7,"Orozco, Mercado and Bartlett",41.8,58.8,€60K,36.9
10841,CF,Vietnam,72,Left,Dunlap-Jenkins (Greece),190cm,€888K,Glenn,42,80.1,"Hayes, Jones and Bernard",19.3,47.6,€61K,41.1
404112,LB,Qatar,72,Left,Premier League (England),171cm,€876K,Riley Jr.,55,48.7,Davis-Kelly,44.3,30.0,€60K,79.2
420590,CB,Faroe Islands,72,Right,"Smith, Townsend and Moon (Vietnam)",178cm,€871K,J. Shah,29,50.9,Martinez Inc,59.3,29.5,€59K,75.8
428839,GK,Vietnam,72,Right,Premier League (England),157cm,€871K,C. Harrison,21,59.6,Stark Ltd,51.7,48.0,€59K,76.6
822323,GK,Cyprus,72,Left,Villegas-Haas (Austria),154cm,€868K,W. Davis,26,47.8,Ross Inc,75.1,62.1,€59K,25.1
658502,CM,Turks and Caicos Islands,72,Right,Premier League (England),200cm,€872K,A. Alvarez,49,27.7,Martinez-Townsend,53.3,77.9,€59K,9.0
617867,GK,Saint Kitts and Nevis,72,Right,Stewart-Cooper (Vietnam),186cm,€866K,A. Sandoval,38,28.9,Underwood-Gomez,63.2,36.9,€58K,74.3
290373,RW,Saint Kitts and Nevis,72,Right,Taylor-Cross (Vietnam),209cm,€862K,J. Davis,31,67.1,"Orozco, Mercado and Bartlett",73.4,67.8,€58K,43.3
527969,RB,Botswana,72,Right,Premier League (England),157cm,€863K,Kaufman,22,44.1,"Bullock, Rivera and Briggs",22.1,75.7,€58K,61.9
781926,LB,Austria,72,Left,Dunlap-Jenkins (Greece),163cm,€866K,G. Brooks,28,34.5,"Hayes, Jones and Bernard",35.3,36.8,€59K,84.0
528125,LW,Western Sahara,72,Left,"Smith, Townsend and Moon (Vietnam)",163cm,€864K,A. Brown,25,68.2,Martinez Inc,73.9,48.8,€57K,26.0
282419,GK,Austria,72,Left,Premier League (England),168cm,€851K,N. Stewart,24,64.2,Martinez-Townsend,74.1,49.3,€58K,44.8
593884,GK,Botswana,72,Left,Premier League (England),181cm,€861K,Thomas Merritt,31,44.5,Paris Saint Germain,79.0,49.9,€58K,48.1
393236,RB,Turks and Caicos Islands,71,Right,Taylor-Cross (Vietnam),150cm,€857K,E. Rice,29,65.8,"Orozco, Mercado and Bartlett",54.3,56.4,€58K,72.9
155716,ST,Greece,71,Left,"Middleton, Mccarty and Sullivan (Botswana)",162cm,€847K,Mark Dominguez,20,67.0,FC Barcelona,71.8,30.1,€57K,53.5
532588,LW,Greece,71,Right,"Coffey, Morris and Bell (Greece)",203cm,€857K,Justin Porter,34,30.2,Campbell-Osborn,35.1,75.9,€57K,54.7
893206,LM,Guatemala,71,Right,Villegas-Haas (Austria),162cm,€851K,A. Little,26,19.9,Huber-Rogers,73.8,63.7,€57K,32.5
811290,RB,Western Sahara,71,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",203cm,€847K,T. Sullivan,26,72.0,"Wheeler, Moore and Allen",47.2,55.0,€57K,67.9
303532,GK,Saint Kitts and Nevis,71,Right,"Galloway, Mosley and Jones (Western Sahara)",168cm,€845K,R. Webster,23,23.2,FC Bayern München,73.0,54.3,€56K,64.8
557597,LB,Greece,71,Right,Taylor-Cross (Vietnam),152cm,€847K,J. Davenport,23,57.6,Collins-Moore,76.0,36.1,€56K,45.2
295731,RM,Turks and Caicos Islands,71,Left,"Middleton, Mccarty and Sullivan (Botswana)",203cm,€832K,G. Brooks,28,33.6,FC Barcelona,26.8,54.1,€56K,76.0
771064,LWB,Western Sahara,71,Right,Dunlap-Jenkins (Greece),191cm,€843K,M. Reeves,31,43.6,"Mckinney, Williams and Wright",71.5,38.3,€56K,70.8
304137,LWB,Saint Kitts and Nevis,71,Right,"Middleton, Mccarty and Sullivan (Botswana)",189cm,€828K,G. Ferguson,34,50.0,FC Barcelona,53.1,57.9,€56K,75.8
1112,CF,Guatemala,71,Left,Stewart-Cooper (Vietnam),209cm,€846K,C. Barber,35,48.4,Underwood-Gomez,27.3,38.9,€55K,78.6
83036,CDM,Greece,71,Left,Taylor-Cross (Vietnam),184cm,€830K,A. Ortega,24,36.2,Liverpool,33.1,23.5,€56K,82.0
42087,RM,Guatemala,71,Right,"Coffey, Morris and Bell (Greece)",187cm,€829K,B. Wood,32,48.8,Gordon-Henderson,76.5,54.5,€55K,15.1
50324,GK,Saint Kitts and Nevis,71,Right,"Galloway, Mosley and Jones (Western Sahara)",187cm,€830K,G. Ashley,32,38.2,"Murphy, Harrell and Henderson",47.8,59.0,€55K,75.0
926983,CB,Turks and Caicos Islands,71,Left,Premier League (England),183cm,€822K,Davis,23,72.1,Davis-Kelly,51.0,50.6,€54K,69.1
25878,ST,Greece,71,Left,Premier League (England),182cm,€822K,D. Morris,29,57.0,Martinez-Townsend,60.3,26.1,€54K,75.2
435531,CM,Western Sahara,71,Left,"Galloway, Mosley and Jones (Western Sahara)",190cm,€821K,J. Edwards,26,42.6,"Murphy, Harrell and Henderson",55.5,75.6,€56K,51.2
681588,GK,Western Sahara,71,Right,Premier League (England),150cm,€815K,N. Bird,33,48.7,Yoder-Ramos,61.8,40.8,€54K,74.0
247584,ST,Saint Kitts and Nevis,71,Left,"Middleton, Mccarty and Sullivan (Botswana)",164cm,€811K,R. Wilson,20,52.5,Brown-Watson,71.2,25.3,€54K,68.9
108442,LM,Turks and Caicos Islands,71,Right,"Coffey, Morris and Bell (Greece)",207cm,€818K,T. Hernandez,22,35.4,Campbell-Osborn,50.7,77.8,€54K,28.5
559082,LB,Guatemala,71,Left,"Coffey, Morris and Bell (Greece)",200cm,€821K,Eric Orr,19,31.1,Hicks-Henry,42.0,43.8,€54K,79.7
67839,CM,Turks and Caicos Islands,71,Left,Premier League (England),164cm,€807K,David Morgan,46,27.0,"Banks, Romero and Wolf",70.9,59.0,€54K,71.5
76733,RM,Greece,71,Right,Taylor-Cross (Vietnam),158cm,€809K,D. Doyle,34,48.2,Miller Group,78.8,26.2,€54K,32.3
838724,RW,Saint Kitts and Nevis,71,Right,"Smith, Townsend and Moon (Vietnam)",151cm,€817K,A. Johnston,30,60.1,"Vargas, Wise and Glover",74.9,41.8,€54K,19.2
748704,CM,Qatar,71,Left,Premier League (England),196cm,€810K,Campbell,33,50.6,Yoder-Ramos,50.0,75.8,€54K,57.8
249101,GK,Botswana,71,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",154cm,€798K,D. Valenzuela,33,58.3,"Wheeler, Moore and Allen",68.5,66.4,€54K,72.4
699688,RWB,Turks and Caicos Islands,71,Left,Premier League (England),155cm,€803K,J. Clarke,35,46.8,Bell-Odom,74.0,40.2,€54K,62.5
68972,LB,Western Sahara,71,Right,Taylor-Cross (Vietnam),191cm,€810K,Joshua Jr.,34,77.4,"Orozco, Mercado and Bartlett",53.5,53.4,€54K,33.3
946116,CAM,Vietnam,71,Left,Taylor-Cross (Vietnam),173cm,€802K,W. White,28,68.9,Collins-Moore,39.7,59.9,€54K,71.8
172061,CB,Austria,70,Left,Villegas-Haas (Austria),151cm,€793K,M. Medina,32,49.7,Ross-Weber,56.7,52.1,€54K,75.1
606274,CB,Botswana,70,Right,Taylor-Cross (Vietnam),176cm,€806K,J. Garcia,23,59.9,"Orozco, Mercado and Bartlett",73.8,22.4,€54K,60.2
352381,RWB,Turks and Caicos Islands,70,Right,Premier League (England),168cm,€791K,S. Allen,28,55.4,"Taylor, Bowen and Cantrell",21.6,39.4,€54K,74.7
876728,CF,Austria,70,Left,"Smith, Townsend and Moon (Vietnam)",157cm,€791K,C. Clark,29,51.5,Martinez Inc,39.2,52.1,€54K,76.6
614653,CM,Greece,70,Left,Stewart-Cooper (Vietnam),167cm,€785K,Steve Ferguson,28,50.1,Wall PLC,45.7,77.1,€53K,36.0
803095,LM,Turks and Caicos Islands,70,Right,Stewart-Cooper (Vietnam),181cm,€783K,Jonathan Jr.,35,19.0,Wall PLC,71.4,65.6,€53K,58.4
639260,CF,Cyprus,70,Right,"Coffey, Morris and Bell (Greece)",181cm,€782K,D. Moore,25,73.0,Campbell-Osborn,57.8,59.8,€52K,45.9
893255,RW,Faroe Islands,70,Left,Premier League (England),195cm,€788K,J. Valenzuela,31,77.1,Garcia Inc,44.2,49.5,€53K,35.5
844298,RM,Vietnam,70,Left,Premier League (England),165cm,€773K,M. Hardy,35,55.1,"Taylor, Bowen and Cantrell",38.7,48.7,€52K,75.4
320195,LM,Austria,70,Right,Premier League (England),171cm,€794K,T. Benjamin,30,20.4,"Diaz, Evans and Pham",50.9,73.8,€52K,57.0
189459,CM,Austria,70,Left,"White, Wiley and Jimenez (Saint Kitts and Nevis)",186cm,€781K,M. Barnett,25,37.0,"Wheeler, Moore and Allen",45.8,75.2,€52K,54.0
353470,ST,Guatemala,70,Left,Premier League (England),190cm,€773K,David Kennedy,44,72.2,Bell-Odom,59.2,48.3,€53K,62.3
476479,RW,Austria,70,Left,Premier League (England),157cm,€774K,J. Warren,34,80.8,Stark Ltd,27.1,39.6,€51K,22.3
9628,GK,Greece,70,Left,Taylor-Cross (Vietnam),163cm,€766K,M. Petersen,27,60.6,Liverpool,73.7,59.0,€52K,45.5
255519,GK,Vietnam,70,Left,Dunlap-Jenkins (Greece),174cm,€767K,T. Oconnell,30,40.4,"Hayes, Jones and Bernard",79.8,39.6,€51K,39.0
747070,CM,Faroe Islands,70,Right,Premier League (England),202cm,€768K,Thomas Jr.,26,57.4,"Bullock, Rivera and Briggs",43.4,74.0,€52K,33.9
304709,GK,Botswana,70,Left,Taylor-Cross (Vietnam),195cm,€762K,Lee,31,37.1,Collins-Moore,79.2,28.2,€51K,42.3
780016,RWB,Cyprus,70,Right,Taylor-Cross (Vietnam),205cm,€767K,B. Davis,30,74.8,Collins-Moore,39.1,45.7,€51K,54.5
902996,GK,Guatemala,70,Left,Premier League (England),209cm,€764K,T. Espinoza,28,69.3,Bell-Odom,70.9,53.3,€51K,58.1
255871,RW,Guatemala,70,Right,Beltran-Keith (Cyprus),199cm,€764K,S. Morgan,29,55.3,"Green, Lawrence and Smith",63.4,71.8,€51K,55.6
477108,CF,Cyprus,70,Left,"Smith, Townsend and Moon (Vietnam)",208cm,€764K,R. Butler,26,75.2,Martinez Inc,18.6,37.5,€50K,54.1
403438,LWB,Faroe Islands,70,Right,Premier League (England),177cm,€759K,Joshua Jr.,18,42.1,Davis-Kelly,45.8,59.0,€51K,73.4
584102,GK,Vietnam,70,Left,Premier League (England),194cm,€761K,J. Esparza,26,72.2,"Bullock, Rivera and Briggs",54.3,64.9,€51K,44.7
747967,RB,Faroe Islands,70,Left,Taylor-Cross (Vietnam),199cm,€760K,Blanchard,33,45.6,Miller Group,73.2,51.4,€51K,58.8
666151,LB,Western Sahara,70,Left,Premier League (England),195cm,€755K,J. Evans,21,47.3,Gentry-Garcia,36.2,27.1,€50K,77.6
117322,CDM,Qatar,70,Left,Taylor-Cross (Vietnam),197cm,€754K,C. Steele,28,56.4,Miller Group,19.6,40.0,€50K,74.7
723555,RB,Faroe Islands,70,Right,"Galloway, Mosley and Jones (Western Sahara)",186cm,€752K,R. Palmer,20,71.2,"Murphy, Harrell and Henderson",40.7,66.9,€49K,63.9
43806,CF,Greece,70,Left,Premier League (England),195cm,€760K,J. Stevens,22,68.0,Lawson Ltd,44.4,30.4,€50K,71.3
805683,LB,Austria,70,Right,Beltran-Keith (Cyprus),172cm,€745K,D. Miranda,33,62.5,Harrison Ltd,72.4,29.6,€50K,13.6
797531,LB,Western Sahara,70,Right,Dunlap-Jenkins (Greece),162cm,€754K,C. Miller,20,58.0,"Mckinney, Williams and Wright",74.5,51.4,€49K,11.6
93520,LB,Guatemala,70,Left,Beltran-Keith (Cyprus),203cm,€750K,Haynes,31,53.8,"Green, Lawrence and Smith",62.0,52.5,€49K,72.6
708056,LW,Faroe Islands,70,Right,Premier League (England),207cm,€746K,M. Garza,33,64.4,"Taylor, Bowen and Cantrell",31.7,72.2,€49K,33.9
298536,RWB,Botswana,70,Right,Dunlap-Jenkins (Greece),152cm,€744K,J. Chavez,29,42.0,Willis Inc,35.1,54.9,€49K,75.5
241213,RW,Western Sahara,70,Right,Premier League (England),175cm,€742K,C. Burton,26,73.9,Davis-Kelly,59.7,45.5,€49K,38.6
626420,RM,Saint Kitts and Nevis,70,Left,Stewart-Cooper (Vietnam),165cm,€742K,D. Green,29,49.0,Wilson Ltd,35.1,37.6,€49K,76.4
110353,RM,Vietnam,70,Left,"Smith, Townsend and Moon (Vietnam)",182cm,€747K,J. Moore,54,61.2,Martinez Inc,56.0,47.3,€48K,73.0
3991,CM,Turks and Caicos Islands,70,Right,"Coffey, Morris and Bell (Greece)",189cm,€735K,M. Stone,21,49.1,Hicks-Henry,56.1,74.6,€47K,22.6
167849,RB,Faroe Islands,70,Right,"Middleton, Mccarty and Sullivan (Botswana)",159cm,€739K,N. Lambert,29,67.0,Brown-Watson,50.5,70.5,€47K,47.9
831430,ST,Austria,70,Left,Premier League (England),162cm,€741K,E. Thompson,32,76.2,Davis-Kelly,52.8,39.2,€47K,46.2
876616,CM,Western Sahara,69,Right,Villegas-Haas (Austria),174cm,€742K,B. Nguyen,23,51.6,Edwards Group,41.0,74.2,€48K,43.7
688319,LWB,Vietnam,69,Left,Beltran-Keith (Cyprus),202cm,€733K,R. Mitchell,26,41.2,"Johnson, Burnett and Adams",78.6,24.3,€46K,41.4
442569,RWB,Western Sahara,69,Right,Villegas-Haas (Austria),163cm,€732K,B. Cox,28,72.1,Ross Inc,45.4,33.7,€46K,59.6
450862,RB,Vietnam,69,Left,Beltran-Keith (Cyprus),208cm,€739K,P. Hart,54,39.1,Harrison Ltd,38.7,64.7,€47K,71.0
966964,CM,Greece,69,Left,"Galloway, Mosley and Jones (Western Sahara)",190cm,€731K,K. Hernandez,27,36.8,FC Bayern München,56.8,54.3,€46K,72.9
254382,CDM,Vietnam,69,Right,Premier League (England),171cm,€728K,T. Jackson,30,66.0,"Bullock, Rivera and Briggs",28.0,43.1,€46K,69.4
287378,LW,Greece,69,Left,Villegas-Haas (Austria),153cm,€735K,N. Ford,23,57.7,"Smith, Kemp and Yu",72.3,45.1,€46K,41.4
320172,GK,Faroe Islands,69,Right,Premier League (England),183cm,€721K,Daniel Jr.,21,28.4,"Bell, Brewer and Little",68.7,30.5,€46K,68.1
778925,ST,Greece,69,Left,Premier League (England),156cm,€726K,J. Rivera,30,49.9,Davis-Kelly,70.6,20.0,€46K,64.7
738350,LW,Guatemala,69,Left,Premier League (England),181cm,€718K,O. Prince,28,55.2,"Banks, Romero and Wolf",74.1,45.2,€45K,53.6
492670,RM,Greece,69,Right,Taylor-Cross (Vietnam),150cm,€719K,Eric Bennett,22,41.2,Collins-Moore,77.9,40.0,€46K,40.7
804271,LW,Botswana,69,Left,Villegas-Haas (Austria),171cm,€716K,R. Mercado,28,76.7,Huber-Rogers,44.9,45.0,€46K,44.4
58930,CAM,Western Sahara,69,Left,Premier League (England),184cm,€716K,Marcus Jr.,15,37.7,"Miranda, Martin and Anderson",62.6,22.3,€45K,71.2
624367,CB,Cyprus,69,Left,"Smith, Townsend and Moon (Vietnam)",195cm,€714K,J. Edwards,29,58.5,"Vargas, Wise and Glover",66.1,51.2,€45K,70.6
993059,RM,Austria,69,Right,Premier League (England),182cm,€728K,S. Wright,32,63.5,"Diaz, Evans and Pham",71.0,18.5,€45K,12.4
173890,CB,Turks and Caicos Islands,69,Right,Stewart-Cooper (Vietnam),180cm,€716K,M. Lopez,29,26.7,Manchester United,49.0,53.3,€45K,73.8
788366,LB,Austria,69,Right,Villegas-Haas (Austria),178cm,€713K,A. Martinez,23,61.3,"Smith, Kemp and Yu",71.5,44.3,€45K,44.1
878667,LB,Qatar,69,Left,Premier League (England),196cm,€710K,E. Duffy,40,46.5,Stark Ltd,38.0,57.6,€45K,73.1
125017,RW,Guatemala,69,Right,Premier League (England),164cm,€709K,B. Huang,24,66.1,Stark Ltd,68.2,69.7,€44K,21.7
240215,RM,Faroe Islands,69,Left,"Middleton, Mccarty and Sullivan (Botswana)",168cm,€711K,Rivers,18,35.9,Brown-Watson,22.0,46.8,€45K,77.0
182926,GK,Qatar,69,Right,Premier League (England),166cm,€716K,D. Fletcher,48,49.9,Lawson Ltd,70.5,62.7,€45K,66.0
650342,RW,Saint Kitts and Nevis,69,Left,Premier League (England),172cm,€708K,Wilcox,23,76.8,Davis-Kelly,21.4,33.4,€44K,45.4
191709,RW,Qatar,69,Right,Dunlap-Jenkins (Greece),157cm,€707K,Garcia,34,62.3,"Mckinney, Williams and Wright",58.1,71.5,€44K,49.8
740661,LW,Vietnam,69,Right,Premier League (England),204cm,€698K,Castro,50,35.0,Orozco LLC,41.2,77.7,€45K,34.1
429523,GK,Botswana,69,Right,"Smith, Townsend and Moon (Vietnam)",188cm,€704K,J. Harding,21,34.6,"Vargas, Wise and Glover",71.4,61.9,€44K,62.8
724494,RWB,Western Sahara,69,Left,"Galloway, Mosley and Jones (Western Sahara)",210cm,€692K,J. Howard,34,66.0,"Murphy, Harrell and Henderson",53.5,42.9,€43K,70.0
290345,GK,Botswana,69,Left,Premier League (England),150cm,€703K,E. Acevedo,21,62.1,"Diaz, Evans and Pham",71.6,41.1,€44K,23.1
667300,LWB,Botswana,69,Left,Premier League (England),180cm,€689K,Jacob Figueroa,24,21.9,Davis-Kelly,70.2,19.0,€43K,65.6
69328,RB,Turks and Caicos Islands,69,Left,Premier League (England),166cm,€691K,Harris,21,68.9,"Diaz, Evans and Pham",45.9,35.9,€44K,68.5
372640,RB,Greece,69,Left,Stewart-Cooper (Vietnam),156cm,€688K,Pope,26,61.2,Holland Ltd,71.8,41.2,€43K,58.8
970691,RM,Western Sahara,69,Left,Premier League (England),185cm,€682K,S. Garcia,33,52.2,Paris Saint Germain,20.5,28.5,€42K,74.3
176073,CDM,Western Sahara,69,Right,Beltran-Keith (Cyprus),196cm,€690K,T. Kennedy,32,76.7,Perez-Lambert,31.0,8.4,€43K,44.8
511972,RB,Botswana,69,Right,Premier League (England),176cm,€685K,M. Ortiz,16,58.6,"Diaz, Evans and Pham",43.5,72.0,€44K,54.1
983080,RW,Botswana,68,Right,"White, Wiley and Jimenez (Saint Kitts and Nevis)",198cm,€686K,J. Medina,17,58.8,"Wheeler, Moore and Allen",70.5,42.1,€42K,44.0
761901,LM,Cyprus,68,Right,Premier League (England),173cm,€677K,J. Fox,34,54.8,Orozco LLC,62.7,70.0,€43K,52.3
835653,LM,Botswana,68,Right,Premier League (England),166cm,€679K,Davis,33,29.0,Bell-Odom,62.8,70.1,€42K,30.1
82011,RM,Cyprus,68,Left,"Galloway, Mosley and Jones (Western Sahara)",175cm,€677K,J. Caldwell,25,56.0,Johnson-Thompson,55.4,45.8,€42K,72.0
295047,LWB,Faroe Islands,68,Right,Villegas-Haas (Austria),154cm,€676K,Andre Williams,20,59.0,"Smith, Kemp and Yu",58.9,70.8,€42K,61.0
172283,LW,Turks and Caicos Islands,68,Left,Beltran-Keith (Cyprus),174cm,€676K,C. Davis,22,47.8,Perez-Lambert,60.9,71.0,€42K,33.7
983440,CM,Guatemala,68,Left,Premier League (England),194cm,€674K,S. Hughes,35,27.9,"Banks, Romero and Wolf",68.6,66.1,€42K,41.6
770611,RB,Vietnam,68,Right,Villegas-Haas (Austria),150cm,€680K,K. Brown,25,49.0,Ross Inc,17.6,66.5,€41K,68.0
975779,LWB,Botswana,68,Left,Premier League (England),160cm,€671K,Fowler,28,38.6,"Bell, Brewer and Little",74.9,47.4,€41K,33.4
214091,CF,Austria,68,Left,Villegas-Haas (Austria),204cm,€659K,J. Leonard,35,50.5,Edwards Group,49.9,28.1,€42K,74.2
66687,LWB,Saint Kitts and Nevis,68,Left,Beltran-Keith (Cyprus),177cm,€661K,Mitchell Jr.,24,32.9,Harrison Ltd,60.6,42.4,€41K,69.9
280056,LB,Botswana,68,Left,Premier League (England),169cm,€667K,Joseph Jr.,35,52.1,Bell-Odom,34.0,30.1,€41K,73.0
632354,RW,Cyprus,68,Left,Beltran-Keith (Cyprus),189cm,€674K,R. Ortiz,27,72.0,"Johnson, Burnett and Adams",37.1,55.2,€40K,39.7
321103,RB,Vietnam,68,Left,Taylor-Cross (Vietnam),179cm,€654K,A. Parker,39,55.3,Liverpool,48.1,48.8,€40K,71.7
149801,LB,Austria,68,Right,"Coffey, Morris and Bell (Greece)",179cm,€651K,C. Adams,22,74.2,Hicks-Henry,47.7,27.5,€41K,41.2
526647,RB,Greece,68,Left,"Galloway, Mosley and Jones (Western Sahara)",171cm,€653K,T. Gallagher,16,55.3,FC Bayern München,37.1,40.8,€40K,71.7
248413,RM,Vietnam,68,Right,Premier League (England),156cm,€647K,S. Marsh,30,42.1,Garcia Inc,76.6,34.7,€40K,8.0
150322,CB,Cyprus,68,Right,Villegas-Haas (Austria),160cm,€651K,J. Harmon,53,45.9,Ross-Weber,65.8,33.1,€40K,68.5
60214,RWB,Qatar,68,Right,Villegas-Haas (Austria),180cm,€654K,A. Kidd,29,61.2,"Smith, Kemp and Yu",32.3,70.8,€40K,58.1
150369,CM,Turks and Caicos Islands,68,Right,Premier League (England),208cm,€646K,C. Clark,47,35.8,Yoder-Ramos,46.2,74.7,€40K,35.9
789422,RWB,Turks and Caicos Islands,68,Left,Stewart-Cooper (Vietnam),172cm,€650K,David Chang,32,60.6,Underwood-Gomez,55.6,70.4,€40K,53.8
510915,CB,Vietnam,68,Left,Beltran-Keith (Cyprus),176cm,€640K,W. Krause,33,49.2,Harrison Ltd,70.6,58.4,€39K,57.5
101384,LW,Turks and Caicos Islands,68,Right,"Coffey, Morris and Bell (Greece)",161cm,€646K,M. Miller,33,36.4,Hicks-Henry,27.8,74.6,€39K,49.6
224339,LM,Qatar,68,Right,Beltran-Keith (Cyprus),206cm,€644K,Harry Jr.,26,40.8,Perez-Lambert,62.1,70.2,€40K,41.3
527759,CF,Austria,68,Right,Premier League (England),204cm,€631K,M. Vargas,44,75.9,Paris Saint Germain,42.6,35.2,€39K,21.0
405185,CM,Austria,68,Left,Premier League (England),184cm,€634K,Glenn,24,20.8,"Solomon, Lopez and Roberts",45.8,75.7,€39K,46.2
216860,LB,Turks and Caicos Islands,68,Left,Premier League (England),187cm,€634K,T. White,25,36.7,"Taylor, Bowen and Cantrell",50.6,58.1,€39K,70.8
