,Name,Attack,Defense,HP,Region,Sp. Atk,Sp. Def,Speed,Type 1,Type 2
844,Hatenna,112,64,105,Johto,183,99,130,Dark,DNE
845,Hattrem,51,68,210,Galar,154,16,78,Psychic,Rock
846,Hatterene,25,175,122,Sinnoh,73,45,226,Poison,Psychic
847,Impidimp,170,149,183,Kalos,15,99,95,Steel,Psychic
848,Morgrem,172,49,97,Johto,189,232,88,Flying,Fairy
849,Grimmsnarl,248,189,40,Paldea,77,72,235,Dark,Water
850,Obstagoon,199,8,32,Alola,132,220,19,Dark,Steel
851,Perrserker,127,107,46,Sinnoh,104,29,7,Fire,DNE
852,Cursola,233,140,240,Kalos,207,249,132,Poison,DNE
853,Runerigus,109,236,175,Unova,226,221,206,Ground,Rock
854,Milcery,29,85,53,Galar,59,239,31,Dragon,Psychic
855,Alcremie,150,190,150,Kanto,85,77,31,Ice,Dark
856,Falinks,128,171,19,Johto,20,63,197,Electric,Steel
857,Pincurchin,52,242,32,Kanto,209,211,163,Ice,DNE
858,Snom,60,109,197,Sinnoh,54,183,114,Dark,DNE
859,Frosmoth,27,50,101,Alola,72,221,55,Ghost,Fairy
860,Stonjourner,153,36,221,Galar,15,249,44,Ground,DNE
861,Eiscue,236,33,211,Paldea,12,130,217,Normal,Ice
862,Indeedee,137,216,37,Unova,242,227,96,Fairy,DNE
863,Morpeko,83,97,233,Hoenn,33,98,56,Dark,Ice
864,Cufant,233,186,194,Paldea,191,73,131,Ghost,Dark
865,Copperajah,44,214,53,Galar,58,183,128,Electric,Flying
866,Dracozolt,217,172,54,Alola,145,58,24,Ice,Water
867,Arctozolt,132,107,185,Paldea,13,55,18,Grass,Fire
868,Dracovish,78,15,222,Johto,124,245,19,Psychic,Ground
869,Arctovish,120,87,45,Kanto,87,48,206,Dark,Rock
870,Duraludon,89,151,63,Unova,180,253,251,Psychic,Flying
871,Dreepy,98,246,125,Galar,204,209,233,Rock,Steel
872,Drakloak,44,70,40,Alola,239,14,135,Ghost,Ground
873,Dragapult,74,203,97,Sinnoh,139,255,220,Rock,DNE
874,Zacian,256,184,62,Unova,25,63,246,Ghost,Flying
875,Zamazenta,215,159,236,Unova,17,73,41,Poison,Ground
876,Eternatus,67,73,199,Paldea,83,194,185,Normal,Electric
877,Kubfu,87,184,56,Kanto,108,248,8,Steel,DNE
878,Urshifu,209,28,14,Kanto,142,95,157,Fighting,Bug
879,Zarude,131,219,63,Paldea,173,94,15,Flying,DNE
880,Regieleki,213,119,227,Galar,1,44,208,Dragon,Poison
881,Regidrago,145,170,247,Paldea,126,152,13,Psychic,Bug
882,Glastrier,58,126,29,Paldea,241,205,127,Rock,Ghost
883,Spectrier,175,119,175,Alola,171,219,250,Electric,DNE
884,Calyrex,167,93,46,Unova,161,25,244,Electric,DNE
885,Wyrdeer,123,57,40,Galar,209,68,14,Flying,DNE
886,Kleavor,22,240,236,Alola,209,37,251,Steel,Dark
887,Ursaluna,253,57,193,Kalos,22,109,32,Electric,Poison
888,Basculegion,215,221,5,Alola,88,12,94,Rock,Ice
889,Sneasler,212,87,122,Sinnoh,246,69,239,Bug,DNE
890,Overqwil,219,89,182,Alola,17,49,63,Fire,DNE
891,Enamorus,64,240,59,Unova,97,71,190,Ground,Psychic
892,Sprigatito,63,177,211,Sinnoh,118,1,107,Water,DNE
893,Floragato,57,147,102,Johto,253,170,137,Ground,Poison
894,Meowscarada,39,121,43,Kanto,107,184,254,Ice,DNE
895,Fuecoco,245,30,160,Alola,132,247,231,Grass,Psychic
896,Crocalor,157,233,61,Kalos,127,249,133,Bug,Water
897,Skeledirge,210,192,217,Kalos,151,187,90,Steel,Ice
898,Quaxly,241,79,124,Johto,231,71,191,Dark,DNE
899,Quaxwell,166,187,165,Sinnoh,210,126,6,Water,Grass
900,Quaquaval,43,162,122,Kalos,251,46,255,Ice,Grass
901,Lechonk,174,157,159,Johto,185,253,245,Grass,Ghost
902,Oinkologne,87,178,79,Kalos,85,68,141,Fairy,DNE
903,Tarountula,11,98,218,Hoenn,95,171,188,Psychic,Fairy
904,Spidops,183,167,77,Kanto,225,46,203,Psychic,DNE
905,Nymble,213,248,16,Kanto,212,114,66,Electric,Psychic
906,Lokix,12,243,164,Sinnoh,117,244,29,Bug,Water
907,Pawmi,222,175,232,Galar,128,68,74,Normal,DNE
908,Pawmo,159,161,15,Kalos,136,87,164,Flying,DNE
909,Pawmot,49,63,240,Kanto,166,87,51,Bug,DNE
910,Tandemaus,13,250,177,Galar,227,146,62,Fighting,Poison
911,Maushold,148,76,126,Alola,101,126,252,Ice,Rock
912,Fidough,92,98,145,Unova,85,27,8,Fairy,Fire
913,Dachsbun,70,49,184,Galar,50,144,124,Grass,DNE
914,Smoliv,137,93,217,Paldea,254,185,49,Bug,DNE
915,Dolliv,100,209,113,Paldea,249,94,38,Ground,Rock
916,Arboliva,161,149,103,Alola,208,199,48,Fairy,Electric
917,Squawkabilly,137,121,100,Sinnoh,11,44,135,Fairy,Flying
918,Nacli,246,247,209,Unova,213,82,64,Fairy,Steel
919,Naclstack,107,86,199,Galar,244,59,174,Water,Steel
920,Garganacl,38,62,59,Galar,144,247,117,Fairy,Steel
921,Charcadet,39,171,160,Hoenn,163,59,159,Bug,Electric
922,Armarouge,196,221,252,Kalos,153,105,10,Ground,DNE
923,Ceruledge,121,104,220,Johto,195,95,46,Fighting,DNE
924,Tadbulb,163,183,147,Sinnoh,160,76,219,Ground,Fairy
925,Bellibolt,140,202,82,Alola,82,20,253,Dark,Dragon
926,Wattrel,166,25,140,Kalos,89,108,115,Ghost,Dragon
927,Kilowattrel,28,143,140,Sinnoh,162,200,175,Fire,Ground
928,Maschiff,163,13,170,Kalos,193,89,252,Psychic,Steel
929,Mabosstiff,133,127,13,Hoenn,36,85,87,Water,Dragon
930,Shroodle,245,5,25,Hoenn,85,120,7,Electric,Grass
931,Grafaiai,39,137,136,Alola,96,116,142,Fighting,Dark
932,Bramblin,256,133,210,Paldea,221,168,109,Psychic,Normal
933,Brambleghast,157,256,72,Unova,165,132,193,Water,Grass
934,Toedscool,187,139,125,Alola,250,197,50,Rock,DNE
935,Toedscruel,237,241,191,Hoenn,228,22,84,Flying,Fairy
936,Klawf,253,24,181,Paldea,60,56,141,Fire,Grass
937,Capsakid,124,76,111,Paldea,256,245,141,Dragon,Grass
938,Scovillain,235,104,160,Hoenn,171,161,169,Fairy,DNE
939,Rellor,137,248,234,Kalos,72,54,43,Fairy,Dragon
940,Rabsca,195,250,45,Alola,8,129,230,Flying,Dragon
941,Flittle,104,115,216,Kalos,178,183,131,Rock,Fire
942,Espathra,88,167,159,Galar,138,11,127,Poison,Bug
943,Tinkatink,226,111,113,Unova,228,210,233,Fairy,Ice
944,Tinkatuff,168,41,89,Paldea,180,147,152,Poison,Ice
945,Tinkaton,137,6,202,Kalos,87,171,217,Fire,DNE
946,Wiglett,114,239,116,Kanto,27,171,21,Ground,DNE
947,Wugtrio,85,96,137,Kanto,143,182,231,Water,Fire
948,Bombirdier,58,253,192,Paldea,211,202,54,Fire,Dragon
949,Finizen,72,244,108,Unova,155,42,97,Water,Rock
950,Palafin,174,196,228,Sinnoh,193,151,80,Fairy,Grass
951,Varoom,105,167,141,Sinnoh,60,254,67,Bug,Grass
952,Revavroom,178,162,127,Alola,137,74,170,Ground,Dark
953,Cyclizar,128,215,185,Kanto,224,232,147,Water,Normal
954,Orthworm,239,32,55,Unova,232,195,60,Poison,Psychic
955,Glimmet,213,8,189,Paldea,114,11,140,Water,Grass
956,Glimmora,36,222,177,Hoenn,171,44,158,Electric,Poison
957,Greavard,182,94,137,Galar,192,139,17,Bug,Water
958,Houndstone,5,34,233,Unova,153,167,246,Fighting,Ice
959,Flamigo,252,188,248,Unova,129,21,78,Ice,Steel
960,Cetoddle,251,170,118,Alola,27,88,159,Bug,Ice
961,Cetitan,37,155,138,Sinnoh,155,7,161,Psychic,Steel
962,Veluza,229,137,220,Kalos,87,102,50,Poison,Ghost
963,Dondozo,204,74,51,Sinnoh,34,104,256,Fighting,Psychic
964,Tatsugiri,208,85,208,Unova,179,138,31,Fire,Steel
965,Annihilape,22,165,55,Hoenn,142,204,241,Flying,Fighting
966,Clodsire,184,2,56,Hoenn,78,140,189,Flying,Bug
967,Farigiraf,5,154,26,Johto,206,173,187,Dragon,Water
968,Dudunsparce,153,65,34,Paldea,10,214,91,Poison,Psychic
969,Kingambit,127,76,233,Johto,42,22,179,Bug,DNE
970,Frigibax,129,147,36,Johto,163,110,175,Flying,Fairy
971,Arctibax,196,196,233,Sinnoh,229,212,176,Water,Bug
972,Baxcalibur,156,103,132,Sinnoh,93,178,72,Dark,Normal
973,Gimmighoul,88,203,163,Paldea,54,103,238,Grass,Normal
974,Gholdengo,246,33,37,Johto,94,77,47,Rock,Dragon
975,Wo-Chien,191,191,102,Kalos,18,78,222,Poison,Fighting
976,Chien-Pao,55,14,136,Paldea,194,214,151,Fire,Electric
977,Ting-Lu,85,83,80,Alola,104,253,90,Ice,DNE
978,Chi-Yu,176,76,247,Johto,212,62,218,Ghost,Water
979,Koraidon,79,12,95,Galar,148,211,239,Dragon,Normal
980,Miraidon,13,209,67,Kalos,115,109,153,Ground,Electric
