,Name,Attack,Defense,HP,Region,Sp. Atk,Sp. Def,Speed,Type 1,Type 2
847,Impidimp,155,250,162,Kanto,235,222,18,Bug,DNE
848,Morgrem,219,206,142,Johto,94,109,218,Rock,DNE
849,Grimmsnarl,199,16,54,Sinnoh,133,173,176,Poison,DNE
850,Obstagoon,125,116,122,Galar,163,54,69,Fairy,DNE
851,Perrserker,151,156,234,Unova,199,224,32,Ground,DNE
852,Cursola,64,7,57,Sinnoh,9,59,22,Rock,DNE
853,Runerigus,47,79,182,Johto,130,179,94,Fighting,DNE
854,Milcery,105,143,43,Johto,207,151,134,Grass,DNE
855,Alcremie,29,35,115,Galar,108,234,81,Fairy,DNE
856,Falinks,124,221,27,Galar,61,174,29,Normal,DNE
857,Pincurchin,171,95,180,Alola,166,94,179,Fire,DNE
858,Snom,221,12,167,Paldea,164,82,154,Normal,DNE
859,Frosmoth,159,172,22,Galar,186,189,51,Ice,DNE
860,Stonjourner,254,26,68,Galar,198,14,196,Poison,DNE
861,Eiscue,63,53,49,Hoenn,25,241,111,Grass,DNE
862,Indeedee,133,163,210,Paldea,72,71,187,Fire,DNE
863,Morpeko,208,246,235,Paldea,49,251,163,Normal,DNE
864,Cufant,105,198,79,Galar,223,136,131,Psychic,DNE
865,Copperajah,40,137,12,Kalos,7,36,50,Fairy,DNE
866,Dracozolt,146,236,248,Hoenn,10,179,42,Water,DNE
867,Arctozolt,51,210,104,Kanto,176,205,26,Poison,DNE
868,Dracovish,193,171,119,Paldea,104,242,210,Poison,DNE
869,Arctovish,246,134,77,Johto,71,106,228,Rock,DNE
870,Duraludon,12,120,228,Galar,227,79,213,Ice,DNE
871,Dreepy,187,110,230,Hoenn,58,169,40,Bug,DNE
872,Drakloak,104,117,63,Paldea,233,208,243,Fire,DNE
873,Dragapult,191,196,159,Sinnoh,171,234,77,Fairy,DNE
874,Zacian,160,77,157,Johto,229,145,21,Ghost,DNE
875,Zamazenta,246,153,150,Kanto,95,27,100,Flying,DNE
876,Eternatus,255,160,244,Alola,194,88,63,Electric,DNE
877,Kubfu,118,40,82,Kalos,73,251,108,Fire,DNE
878,Urshifu,87,143,102,Johto,93,110,161,Fire,DNE
879,Zarude,177,232,117,Alola,241,215,110,Grass,DNE
880,Regieleki,171,168,4,Alola,74,14,136,Ground,DNE
881,Regidrago,55,52,120,Johto,129,240,47,Ghost,DNE
882,Glastrier,211,89,13,Kanto,94,244,236,Dark,DNE
883,Spectrier,56,66,91,Galar,114,125,111,Water,DNE
884,Calyrex,34,253,208,Kalos,24,82,234,Ghost,DNE
885,Wyrdeer,105,101,159,Kalos,238,233,45,Poison,DNE
886,Kleavor,17,44,135,Hoenn,196,119,193,Psychic,DNE
887,Ursaluna,202,190,132,Alola,86,69,136,Water,DNE
888,Basculegion,107,37,84,Alola,133,170,64,Psychic,DNE
889,Sneasler,57,202,239,Alola,32,86,173,Ghost,DNE
890,Overqwil,102,67,110,Kalos,108,57,21,Fighting,DNE
891,Enamorus,55,197,135,Alola,135,5,218,Fire,DNE
892,Sprigatito,203,35,183,Hoenn,217,207,171,Steel,DNE
893,Floragato,218,4,225,Hoenn,70,240,26,Grass,DNE
894,Meowscarada,82,160,165,Unova,229,5,145,Grass,DNE
895,Fuecoco,15,62,153,Johto,174,156,135,Bug,DNE
896,Crocalor,170,121,80,Unova,176,16,105,Fairy,DNE
897,Skeledirge,240,182,5,Johto,75,162,237,Normal,DNE
898,Quaxly,138,254,176,Johto,78,59,229,Fire,DNE
899,Quaxwell,187,100,248,Kalos,201,143,24,Steel,DNE
900,Quaquaval,100,148,89,Johto,130,121,150,Fairy,DNE
901,Lechonk,149,171,221,Kalos,138,18,39,Bug,DNE
902,Oinkologne,138,100,156,Kalos,204,234,135,Grass,DNE
903,Tarountula,249,12,49,Unova,123,151,142,Bug,DNE
904,Spidops,69,130,83,Sinnoh,125,232,11,Fire,DNE
905,Nymble,164,142,159,Unova,23,118,211,Dark,DNE
906,Lokix,118,106,102,Sinnoh,143,144,248,Psychic,DNE
907,Pawmi,146,246,216,Hoenn,130,218,37,Bug,DNE
908,Pawmo,88,25,234,Sinnoh,142,54,150,Electric,DNE
909,Pawmot,207,141,156,Kalos,97,198,115,Fire,DNE
910,Tandemaus,143,139,164,Kalos,225,225,204,Water,DNE
911,Maushold,196,179,74,Kalos,7,233,254,Ice,DNE
912,Fidough,160,206,47,Sinnoh,228,26,39,Dark,DNE
913,Dachsbun,36,185,207,Johto,197,86,69,Dark,DNE
914,Smoliv,200,220,221,Alola,103,8,178,Ground,DNE
915,Dolliv,72,81,169,Hoenn,146,46,147,Flying,DNE
916,Arboliva,124,21,190,Kalos,86,171,236,Ground,DNE
917,Squawkabilly,151,208,159,Paldea,206,200,45,Dragon,DNE
918,Nacli,98,206,181,Galar,130,54,253,Fire,DNE
919,Naclstack,66,132,147,Sinnoh,87,72,106,Steel,DNE
920,Garganacl,242,17,237,Sinnoh,36,235,148,Fighting,DNE
921,Charcadet,44,38,101,Johto,66,91,217,Ghost,DNE
922,Armarouge,167,87,173,Kanto,28,67,201,Electric,DNE
923,Ceruledge,83,234,183,Sinnoh,215,82,175,Ground,DNE
924,Tadbulb,41,210,255,Alola,147,197,39,Dark,DNE
925,Bellibolt,127,64,6,Sinnoh,49,16,84,Dark,DNE
926,Wattrel,194,197,224,Unova,32,54,256,Poison,DNE
927,Kilowattrel,10,12,80,Sinnoh,252,18,69,Fairy,DNE
928,Maschiff,43,3,202,Sinnoh,96,83,191,Electric,DNE
929,Mabosstiff,196,74,197,Paldea,154,251,83,Ghost,DNE
930,Shroodle,171,123,77,Kalos,140,171,161,Water,DNE
931,Grafaiai,191,144,17,Johto,129,113,228,Bug,DNE
932,Bramblin,16,92,141,Hoenn,63,186,2,Ground,DNE
933,Brambleghast,83,21,127,Kanto,185,233,157,Rock,DNE
934,Toedscool,218,118,133,Hoenn,198,29,211,Grass,DNE
935,Toedscruel,74,46,2,Kanto,12,40,104,Psychic,DNE
936,Klawf,253,22,217,Paldea,141,57,134,Flying,DNE
937,Capsakid,52,47,233,Kanto,129,50,230,Rock,DNE
938,Scovillain,168,245,95,Sinnoh,158,75,92,Normal,DNE
939,Rellor,13,71,40,Kalos,104,252,180,Fire,DNE
940,Rabsca,40,134,161,Sinnoh,236,51,13,Fighting,DNE
941,Flittle,97,97,240,Hoenn,235,206,227,Fire,DNE
942,Espathra,169,57,39,Galar,247,112,80,Dark,DNE
943,Tinkatink,241,165,92,Sinnoh,250,217,125,Steel,DNE
944,Tinkatuff,79,143,76,Sinnoh,153,238,254,Grass,DNE
945,Tinkaton,117,18,178,Galar,167,216,41,Fighting,DNE
946,Wiglett,95,36,30,Hoenn,213,184,82,Fairy,DNE
947,Wugtrio,183,12,250,Kanto,56,90,98,Fire,DNE
948,Bombirdier,255,164,133,Unova,208,155,103,Ground,DNE
949,Finizen,148,147,240,Kalos,168,66,113,Flying,DNE
950,Palafin,35,238,256,Kanto,82,173,29,Flying,DNE
951,Varoom,169,32,88,Alola,231,123,182,Fairy,DNE
952,Revavroom,239,246,145,Paldea,32,48,103,Bug,DNE
953,Cyclizar,187,2,118,Johto,98,206,145,Ground,DNE
954,Orthworm,21,52,64,Kalos,10,184,35,Normal,DNE
955,Glimmet,219,82,191,Hoenn,4,218,184,Steel,DNE
956,Glimmora,55,130,96,Paldea,130,132,164,Flying,DNE
957,Greavard,171,35,157,Galar,245,137,119,Ice,DNE
958,Houndstone,84,54,66,Kanto,208,212,11,Electric,DNE
959,Flamigo,94,69,128,Sinnoh,26,23,90,Fighting,DNE
960,Cetoddle,186,141,47,Unova,240,79,79,Electric,DNE
961,Cetitan,250,243,192,Alola,185,170,166,Fire,DNE
962,Veluza,56,3,56,Kanto,229,56,229,Ground,DNE
963,Dondozo,232,238,144,Alola,56,49,53,Fighting,DNE
964,Tatsugiri,77,38,198,Galar,117,221,214,Water,DNE
965,Annihilape,52,125,91,Kanto,11,42,157,Rock,DNE
966,Clodsire,103,101,181,Kalos,146,208,19,Fire,DNE
967,Farigiraf,92,18,244,Unova,158,119,226,Ghost,DNE
968,Dudunsparce,45,158,112,Johto,165,3,38,Ground,DNE
969,Kingambit,137,116,224,Paldea,84,114,48,Fairy,DNE
970,Frigibax,107,212,114,Paldea,176,151,170,Poison,DNE
971,Arctibax,32,17,38,Galar,162,17,15,Water,DNE
972,Baxcalibur,60,241,26,Hoenn,188,118,42,Grass,DNE
973,Gimmighoul,56,11,208,Kalos,11,198,126,Fighting,DNE
974,Gholdengo,65,55,168,Galar,194,49,212,Bug,DNE
975,Wo-Chien,65,144,69,Sinnoh,151,208,79,Grass,DNE
976,Chien-Pao,14,255,10,Kanto,195,216,24,Psychic,DNE
977,Ting-Lu,125,224,44,Alola,108,254,183,Electric,DNE
978,Chi-Yu,74,56,227,Sinnoh,193,170,25,Ghost,DNE
979,Koraidon,74,163,88,Paldea,253,193,77,Ghost,DNE
980,Miraidon,98,158,198,Galar,244,185,184,Electric,DNE
